"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; n.d., not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
7170;1394.7;n.d.;n.d.;-1.83E+01;n.d.
7172;1394.31;n.d.;n.d.;-1.83E+01;n.d.
7174;1393.92;n.d.;n.d.;-1.83E+01;n.d.
7176;1393.53;n.d.;n.d.;-1.82E+01;n.d.
7178;1393.15;n.d.;n.d.;-1.82E+01;n.d.
7180;1392.76;n.d.;n.d.;-1.81E+01;n.d.
7182;1392.37;n.d.;n.d.;-1.81E+01;n.d.
7184;1391.98;n.d.;n.d.;-1.81E+01;n.d.
7186;1391.59;n.d.;n.d.;-1.80E+01;n.d.
7188;1391.21;n.d.;n.d.;-1.80E+01;n.d.
7190;1390.82;n.d.;n.d.;-1.79E+01;n.d.
7192;1390.43;n.d.;n.d.;-1.79E+01;n.d.
7194;1390.05;n.d.;n.d.;-1.79E+01;n.d.
7196;1389.66;n.d.;n.d.;-1.78E+01;n.d.
7198;1389.27;n.d.;n.d.;-1.78E+01;n.d.
7200;1388.89;n.d.;n.d.;-1.78E+01;n.d.
7202;1388.5;n.d.;n.d.;-1.77E+01;n.d.
7204;1388.12;n.d.;n.d.;-1.77E+01;n.d.
7206;1387.73;n.d.;n.d.;-1.77E+01;n.d.
7208;1387.35;n.d.;n.d.;-1.76E+01;n.d.
7210;1386.96;n.d.;n.d.;-1.76E+01;n.d.
7212;1386.58;n.d.;n.d.;-1.75E+01;n.d.
7214;1386.19;n.d.;n.d.;-1.75E+01;n.d.
7216;1385.81;n.d.;n.d.;-1.75E+01;n.d.
7218;1385.43;n.d.;n.d.;-1.74E+01;n.d.
7220;1385.04;n.d.;n.d.;-1.74E+01;n.d.
7222;1384.66;n.d.;n.d.;-1.73E+01;n.d.
7224;1384.27;n.d.;n.d.;-1.73E+01;n.d.
7226;1383.89;n.d.;n.d.;-1.73E+01;n.d.
7228;1383.51;n.d.;n.d.;-1.72E+01;n.d.
7230;1383.13;n.d.;n.d.;-1.72E+01;n.d.
7232;1382.74;n.d.;n.d.;-1.71E+01;n.d.
7234;1382.36;n.d.;n.d.;-1.71E+01;n.d.
7236;1381.98;n.d.;n.d.;-1.71E+01;n.d.
7238;1381.6;n.d.;n.d.;-1.70E+01;n.d.
7240;1381.22;n.d.;n.d.;-1.70E+01;n.d.
7242;1380.83;n.d.;n.d.;-1.70E+01;n.d.
7244;1380.45;n.d.;n.d.;-1.70E+01;n.d.
7246;1380.07;n.d.;n.d.;-1.69E+01;n.d.
7248;1379.69;n.d.;n.d.;-1.69E+01;n.d.
7250;1379.31;n.d.;n.d.;-1.68E+01;n.d.
7252;1378.93;n.d.;n.d.;-1.68E+01;n.d.
7254;1378.55;n.d.;n.d.;-1.68E+01;n.d.
7256;1378.17;n.d.;n.d.;-1.67E+01;n.d.
7258;1377.79;n.d.;n.d.;-1.67E+01;n.d.
7260;1377.41;n.d.;n.d.;-1.66E+01;n.d.
7262;1377.03;n.d.;n.d.;-1.66E+01;n.d.
7264;1376.65;n.d.;n.d.;-1.66E+01;n.d.
7266;1376.27;n.d.;n.d.;-1.65E+01;n.d.
7268;1375.89;n.d.;n.d.;-1.65E+01;n.d.
7270;1375.52;n.d.;n.d.;-1.65E+01;n.d.
7272;1375.14;n.d.;n.d.;-1.64E+01;n.d.
7274;1374.76;n.d.;n.d.;-1.64E+01;n.d.
7276;1374.38;n.d.;n.d.;-1.64E+01;n.d.
7278;1374;n.d.;n.d.;-1.63E+01;n.d.
7280;1373.63;n.d.;n.d.;-1.63E+01;n.d.
7282;1373.25;n.d.;n.d.;-1.63E+01;n.d.
7284;1372.87;n.d.;n.d.;-1.62E+01;n.d.
7286;1372.5;n.d.;n.d.;-1.62E+01;n.d.
7288;1372.12;n.d.;n.d.;-1.61E+01;n.d.
7290;1371.74;n.d.;n.d.;-1.61E+01;n.d.
7292;1371.37;n.d.;n.d.;-1.61E+01;n.d.
7294;1370.99;n.d.;n.d.;-1.60E+01;n.d.
7296;1370.61;n.d.;n.d.;-1.60E+01;n.d.
7298;1370.24;n.d.;n.d.;-1.59E+01;n.d.
7300;1369.86;n.d.;n.d.;-1.59E+01;n.d.
7302;1369.49;n.d.;n.d.;-1.59E+01;n.d.
7304;1369.11;n.d.;n.d.;-1.58E+01;n.d.
7306;1368.74;n.d.;n.d.;-1.58E+01;n.d.
7308;1368.36;n.d.;n.d.;-1.58E+01;n.d.
7310;1367.99;n.d.;n.d.;-1.57E+01;n.d.
7312;1367.61;n.d.;n.d.;-1.57E+01;n.d.
7314;1367.24;n.d.;n.d.;-1.57E+01;n.d.
7316;1366.87;n.d.;n.d.;-1.56E+01;n.d.
7318;1366.49;n.d.;n.d.;-1.56E+01;n.d.
7320;1366.12;n.d.;n.d.;-1.56E+01;n.d.
7322;1365.75;n.d.;n.d.;-1.55E+01;n.d.
7324;1365.37;n.d.;n.d.;-1.55E+01;n.d.
7326;1365;n.d.;n.d.;-1.54E+01;n.d.
7328;1364.63;n.d.;n.d.;-1.54E+01;n.d.
7330;1364.26;n.d.;n.d.;-1.53E+01;n.d.
7332;1363.88;n.d.;n.d.;-1.53E+01;n.d.
7334;1363.51;n.d.;n.d.;-1.53E+01;n.d.
7336;1363.14;n.d.;n.d.;-1.52E+01;n.d.
7338;1362.77;n.d.;n.d.;-1.52E+01;n.d.
7340;1362.4;n.d.;n.d.;-1.51E+01;n.d.
7342;1362.03;n.d.;n.d.;-1.51E+01;n.d.
7344;1361.66;n.d.;n.d.;-1.51E+01;n.d.
7346;1361.29;n.d.;n.d.;-1.50E+01;n.d.
7348;1360.91;n.d.;n.d.;-1.50E+01;n.d.
7350;1360.54;n.d.;n.d.;-1.50E+01;n.d.
7352;1360.17;n.d.;n.d.;-1.49E+01;n.d.
7354;1359.8;n.d.;n.d.;-1.49E+01;n.d.
7356;1359.43;n.d.;n.d.;-1.49E+01;n.d.
7358;1359.06;n.d.;n.d.;-1.48E+01;n.d.
7360;1358.7;n.d.;n.d.;-1.48E+01;n.d.
7362;1358.33;n.d.;n.d.;-1.48E+01;n.d.
7364;1357.96;n.d.;n.d.;-1.47E+01;n.d.
7366;1357.59;n.d.;n.d.;-1.47E+01;n.d.
7368;1357.22;n.d.;n.d.;-1.47E+01;n.d.
7370;1356.85;n.d.;n.d.;-1.46E+01;n.d.
7372;1356.48;n.d.;n.d.;-1.46E+01;n.d.
7374;1356.12;n.d.;n.d.;-1.46E+01;n.d.
7376;1355.75;n.d.;n.d.;-1.45E+01;n.d.
7378;1355.38;n.d.;n.d.;-1.45E+01;n.d.
7380;1355.01;n.d.;n.d.;-1.45E+01;n.d.
7382;1354.65;n.d.;n.d.;-1.44E+01;n.d.
7384;1354.28;n.d.;n.d.;-1.44E+01;n.d.
7386;1353.91;n.d.;n.d.;-1.43E+01;n.d.
7388;1353.55;n.d.;n.d.;-1.43E+01;n.d.
7390;1353.18;n.d.;n.d.;-1.43E+01;n.d.
7392;1352.81;n.d.;n.d.;-1.42E+01;n.d.
7394;1352.45;n.d.;n.d.;-1.42E+01;n.d.
7396;1352.08;n.d.;n.d.;-1.42E+01;n.d.
7398;1351.72;n.d.;n.d.;-1.41E+01;n.d.
7400;1351.35;n.d.;n.d.;-1.41E+01;n.d.
7402;1350.99;n.d.;n.d.;-1.41E+01;n.d.
7404;1350.62;n.d.;n.d.;-1.40E+01;n.d.
7406;1350.26;n.d.;n.d.;-1.40E+01;n.d.
7408;1349.89;n.d.;n.d.;-1.40E+01;n.d.
7410;1349.53;n.d.;n.d.;-1.39E+01;n.d.
7412;1349.16;n.d.;n.d.;-1.39E+01;n.d.
7414;1348.8;n.d.;n.d.;-1.39E+01;n.d.
7416;1348.44;n.d.;n.d.;-1.38E+01;n.d.
7418;1348.07;n.d.;n.d.;-1.38E+01;n.d.
7420;1347.71;n.d.;n.d.;-1.38E+01;n.d.
7422;1347.35;n.d.;n.d.;-1.37E+01;n.d.
7424;1346.98;n.d.;n.d.;-1.37E+01;n.d.
7426;1346.62;n.d.;n.d.;-1.36E+01;n.d.
7428;1346.26;n.d.;n.d.;-1.36E+01;n.d.
7430;1345.9;n.d.;n.d.;-1.36E+01;n.d.
7432;1345.53;n.d.;n.d.;-1.35E+01;n.d.
7434;1345.17;n.d.;n.d.;-1.35E+01;n.d.
7436;1344.81;n.d.;n.d.;-1.35E+01;n.d.
7438;1344.45;n.d.;n.d.;-1.34E+01;n.d.
7440;1344.09;n.d.;n.d.;-1.34E+01;n.d.
7442;1343.72;n.d.;n.d.;-1.33E+01;n.d.
7444;1343.36;n.d.;n.d.;-1.33E+01;n.d.
7446;1343;n.d.;n.d.;-1.33E+01;n.d.
7448;1342.64;n.d.;n.d.;-1.33E+01;n.d.
7450;1342.28;n.d.;n.d.;-1.32E+01;n.d.
7452;1341.92;n.d.;n.d.;-1.32E+01;n.d.
7454;1341.56;n.d.;n.d.;-1.32E+01;n.d.
7456;1341.2;n.d.;n.d.;-1.31E+01;n.d.
7458;1340.84;n.d.;n.d.;-1.31E+01;n.d.
7460;1340.48;n.d.;n.d.;-1.31E+01;n.d.
7462;1340.12;n.d.;n.d.;-1.31E+01;n.d.
7464;1339.76;n.d.;n.d.;-1.30E+01;n.d.
7466;1339.41;n.d.;n.d.;-1.30E+01;n.d.
7468;1339.05;n.d.;n.d.;-1.30E+01;n.d.
7470;1338.69;n.d.;n.d.;-1.30E+01;n.d.
7472;1338.33;n.d.;n.d.;-1.29E+01;n.d.
7474;1337.97;n.d.;n.d.;-1.29E+01;n.d.
7476;1337.61;n.d.;n.d.;-1.29E+01;n.d.
7478;1337.26;n.d.;n.d.;-1.28E+01;n.d.
7480;1336.9;n.d.;n.d.;-1.28E+01;n.d.
7482;1336.54;n.d.;n.d.;-1.27E+01;n.d.
7484;1336.18;n.d.;n.d.;-1.27E+01;n.d.
7486;1335.83;n.d.;n.d.;-1.27E+01;n.d.
7488;1335.47;n.d.;n.d.;-1.26E+01;n.d.
7490;1335.11;n.d.;n.d.;-1.26E+01;n.d.
7492;1334.76;n.d.;n.d.;-1.26E+01;n.d.
7494;1334.4;n.d.;n.d.;-1.25E+01;n.d.
7496;1334.04;n.d.;n.d.;-1.25E+01;n.d.
7498;1333.69;n.d.;n.d.;-1.25E+01;n.d.
7500;1333.33;n.d.;n.d.;-1.24E+01;n.d.
7502;1332.98;n.d.;n.d.;-1.24E+01;n.d.
7504;1332.62;n.d.;n.d.;-1.23E+01;n.d.
7506;1332.27;n.d.;n.d.;-1.23E+01;n.d.
7508;1331.91;n.d.;n.d.;-1.23E+01;n.d.
7510;1331.56;n.d.;n.d.;-1.22E+01;n.d.
7512;1331.2;n.d.;n.d.;-1.22E+01;n.d.
7514;1330.85;n.d.;n.d.;-1.21E+01;n.d.
7516;1330.49;n.d.;n.d.;-1.21E+01;n.d.
7518;1330.14;n.d.;n.d.;-1.20E+01;n.d.
7520;1329.79;n.d.;n.d.;-1.20E+01;n.d.
7522;1329.43;n.d.;n.d.;-1.19E+01;n.d.
7524;1329.08;n.d.;n.d.;-1.19E+01;n.d.
7526;1328.73;n.d.;n.d.;-1.19E+01;n.d.
7528;1328.37;n.d.;n.d.;-1.18E+01;n.d.
7530;1328.02;n.d.;n.d.;-1.18E+01;n.d.
7532;1327.67;n.d.;n.d.;-1.17E+01;n.d.
7534;1327.32;n.d.;n.d.;-1.17E+01;n.d.
7536;1326.96;n.d.;n.d.;-1.17E+01;n.d.
7538;1326.61;n.d.;n.d.;-1.17E+01;n.d.
7540;1326.26;n.d.;n.d.;-1.16E+01;n.d.
7542;1325.91;n.d.;n.d.;-1.16E+01;n.d.
7544;1325.56;n.d.;n.d.;-1.16E+01;n.d.
7546;1325.21;n.d.;n.d.;-1.15E+01;n.d.
7548;1324.85;n.d.;n.d.;-1.15E+01;n.d.
7550;1324.5;n.d.;n.d.;-1.15E+01;n.d.
7552;1324.15;n.d.;n.d.;-1.14E+01;n.d.
7554;1323.8;n.d.;n.d.;-1.14E+01;n.d.
7556;1323.45;n.d.;n.d.;-1.13E+01;n.d.
7558;1323.1;n.d.;n.d.;-1.13E+01;n.d.
7560;1322.75;n.d.;n.d.;-1.13E+01;n.d.
7562;1322.4;n.d.;n.d.;-1.12E+01;n.d.
7564;1322.05;n.d.;n.d.;-1.12E+01;n.d.
7566;1321.7;n.d.;n.d.;-1.11E+01;n.d.
7568;1321.35;n.d.;n.d.;-1.11E+01;n.d.
7570;1321;n.d.;n.d.;-1.11E+01;n.d.
7572;1320.66;n.d.;n.d.;-1.10E+01;n.d.
7574;1320.31;n.d.;n.d.;-1.10E+01;n.d.
7576;1319.96;n.d.;n.d.;-1.10E+01;n.d.
7578;1319.61;n.d.;n.d.;-1.09E+01;n.d.
7580;1319.26;n.d.;n.d.;-1.09E+01;n.d.
7582;1318.91;n.d.;n.d.;-1.09E+01;n.d.
7584;1318.57;n.d.;n.d.;-1.08E+01;n.d.
7586;1318.22;n.d.;n.d.;-1.08E+01;n.d.
7588;1317.87;n.d.;n.d.;-1.08E+01;n.d.
7590;1317.52;n.d.;n.d.;-1.07E+01;n.d.
7592;1317.18;n.d.;n.d.;-1.07E+01;n.d.
7594;1316.83;n.d.;n.d.;-1.07E+01;n.d.
7596;1316.48;n.d.;n.d.;-1.06E+01;n.d.
7598;1316.14;n.d.;n.d.;-1.06E+01;n.d.
7600;1315.79;n.d.;n.d.;-1.06E+01;n.d.
7602;1315.44;n.d.;n.d.;-1.05E+01;n.d.
7604;1315.1;n.d.;n.d.;-1.05E+01;n.d.
7606;1314.75;n.d.;n.d.;-1.05E+01;n.d.
7608;1314.41;n.d.;n.d.;-1.04E+01;n.d.
7610;1314.06;n.d.;n.d.;-1.04E+01;n.d.
7612;1313.72;n.d.;n.d.;-1.04E+01;n.d.
7614;1313.37;n.d.;n.d.;-1.03E+01;n.d.
7616;1313.03;n.d.;n.d.;-1.03E+01;n.d.
7618;1312.68;n.d.;n.d.;-1.03E+01;n.d.
7620;1312.34;n.d.;n.d.;-1.03E+01;n.d.
7622;1311.99;n.d.;n.d.;-1.02E+01;n.d.
7624;1311.65;n.d.;n.d.;-1.02E+01;n.d.
7626;1311.3;n.d.;n.d.;-1.02E+01;n.d.
7628;1310.96;n.d.;n.d.;-1.01E+01;n.d.
7630;1310.62;n.d.;n.d.;-1.01E+01;n.d.
7632;1310.27;n.d.;n.d.;-1.01E+01;n.d.
7634;1309.93;n.d.;n.d.;-1.00E+01;n.d.
7636;1309.59;n.d.;n.d.;-1.00E+01;n.d.
7638;1309.24;n.d.;n.d.;-9.98E+00;n.d.
7640;1308.9;n.d.;n.d.;-9.96E+00;n.d.
7642;1308.56;n.d.;n.d.;-9.93E+00;n.d.
7644;1308.22;n.d.;n.d.;-9.91E+00;n.d.
7646;1307.87;n.d.;n.d.;-9.88E+00;n.d.
7648;1307.53;n.d.;n.d.;-9.86E+00;n.d.
7650;1307.19;n.d.;n.d.;-9.83E+00;n.d.
7652;1306.85;n.d.;n.d.;-9.80E+00;n.d.
7654;1306.51;n.d.;n.d.;-9.77E+00;n.d.
7656;1306.17;n.d.;n.d.;-9.75E+00;n.d.
7658;1305.82;n.d.;n.d.;-9.72E+00;n.d.
7660;1305.48;n.d.;n.d.;-9.69E+00;n.d.
7662;1305.14;n.d.;n.d.;-9.66E+00;n.d.
7664;1304.8;n.d.;n.d.;-9.63E+00;n.d.
7666;1304.46;n.d.;n.d.;-9.59E+00;n.d.
7668;1304.12;n.d.;n.d.;-9.56E+00;n.d.
7670;1303.78;n.d.;n.d.;-9.53E+00;n.d.
7672;1303.44;n.d.;n.d.;-9.50E+00;n.d.
7674;1303.1;n.d.;n.d.;-9.47E+00;n.d.
7676;1302.76;n.d.;n.d.;-9.44E+00;n.d.
7678;1302.42;n.d.;n.d.;-9.41E+00;n.d.
7680;1302.08;n.d.;n.d.;-9.38E+00;n.d.
7682;1301.74;n.d.;n.d.;-9.36E+00;n.d.
7684;1301.41;n.d.;n.d.;-9.33E+00;n.d.
7686;1301.07;n.d.;n.d.;-9.30E+00;n.d.
7688;1300.73;n.d.;n.d.;-9.27E+00;n.d.
7690;1300.39;n.d.;n.d.;-9.24E+00;n.d.
7692;1300.05;n.d.;n.d.;-9.21E+00;n.d.
7694;1299.71;n.d.;n.d.;-9.18E+00;n.d.
7696;1299.38;n.d.;n.d.;-9.15E+00;n.d.
7698;1299.04;n.d.;n.d.;-9.12E+00;n.d.
7700;1298.7;n.d.;n.d.;-9.09E+00;n.d.
7702;1298.36;n.d.;n.d.;-9.06E+00;n.d.
7704;1298.03;n.d.;n.d.;-9.03E+00;n.d.
7706;1297.69;n.d.;n.d.;-9.01E+00;n.d.
7708;1297.35;n.d.;n.d.;-8.98E+00;n.d.
7710;1297.02;n.d.;n.d.;-8.95E+00;n.d.
7712;1296.68;n.d.;n.d.;-8.92E+00;n.d.
7714;1296.34;n.d.;n.d.;-8.90E+00;n.d.
7716;1296.01;n.d.;n.d.;-8.87E+00;n.d.
7718;1295.67;n.d.;n.d.;-8.85E+00;n.d.
7720;1295.34;n.d.;n.d.;-8.82E+00;n.d.
7722;1295;n.d.;n.d.;-8.79E+00;n.d.
7724;1294.67;n.d.;n.d.;-8.77E+00;n.d.
7726;1294.33;n.d.;n.d.;-8.74E+00;n.d.
7728;1294;n.d.;n.d.;-8.71E+00;n.d.
7730;1293.66;n.d.;n.d.;-8.68E+00;n.d.
7732;1293.33;n.d.;n.d.;-8.65E+00;n.d.
7734;1292.99;n.d.;n.d.;-8.62E+00;n.d.
7736;1292.66;n.d.;n.d.;-8.59E+00;n.d.
7738;1292.32;n.d.;n.d.;-8.56E+00;n.d.
7740;1291.99;n.d.;n.d.;-8.53E+00;n.d.
7742;1291.66;n.d.;n.d.;-8.50E+00;n.d.
7744;1291.32;n.d.;n.d.;-8.47E+00;n.d.
7746;1290.99;n.d.;n.d.;-8.44E+00;n.d.
7748;1290.66;n.d.;n.d.;-8.41E+00;n.d.
7750;1290.32;n.d.;n.d.;-8.38E+00;n.d.
7752;1289.99;n.d.;n.d.;-8.35E+00;n.d.
7754;1289.66;n.d.;n.d.;-8.32E+00;n.d.
7756;1289.32;n.d.;n.d.;-8.29E+00;n.d.
7758;1288.99;n.d.;n.d.;-8.26E+00;n.d.
7760;1288.66;n.d.;n.d.;-8.24E+00;n.d.
7762;1288.33;n.d.;n.d.;-8.21E+00;n.d.
7764;1288;n.d.;n.d.;-8.18E+00;n.d.
7766;1287.66;n.d.;n.d.;-8.16E+00;n.d.
7768;1287.33;n.d.;n.d.;-8.13E+00;n.d.
7770;1287;n.d.;n.d.;-8.10E+00;n.d.
7772;1286.67;n.d.;n.d.;-8.07E+00;n.d.
7774;1286.34;n.d.;n.d.;-8.05E+00;n.d.
7776;1286.01;n.d.;n.d.;-8.03E+00;n.d.
7778;1285.68;n.d.;n.d.;-8.00E+00;n.d.
7780;1285.35;n.d.;n.d.;-7.97E+00;n.d.
7782;1285.02;n.d.;n.d.;-7.95E+00;n.d.
7784;1284.69;n.d.;n.d.;-7.93E+00;n.d.
7786;1284.36;n.d.;n.d.;-7.90E+00;n.d.
7788;1284.03;n.d.;n.d.;-7.87E+00;n.d.
7790;1283.7;n.d.;n.d.;-7.85E+00;n.d.
7792;1283.37;n.d.;n.d.;-7.82E+00;n.d.
7794;1283.04;n.d.;n.d.;-7.80E+00;n.d.
7796;1282.71;n.d.;n.d.;-7.77E+00;n.d.
7798;1282.38;n.d.;n.d.;-7.74E+00;n.d.
7800;1282.05;n.d.;n.d.;-7.71E+00;n.d.
7802;1281.72;n.d.;n.d.;-7.69E+00;n.d.
7804;1281.39;n.d.;n.d.;-7.66E+00;n.d.
7806;1281.07;n.d.;n.d.;-7.63E+00;n.d.
7808;1280.74;n.d.;n.d.;-7.61E+00;n.d.
7810;1280.41;n.d.;n.d.;-7.58E+00;n.d.
7812;1280.08;n.d.;n.d.;-7.55E+00;n.d.
7814;1279.75;n.d.;n.d.;-7.53E+00;n.d.
7816;1279.43;n.d.;n.d.;-7.50E+00;n.d.
7818;1279.1;n.d.;n.d.;-7.47E+00;n.d.
7820;1278.77;n.d.;n.d.;-7.44E+00;n.d.
7822;1278.45;n.d.;n.d.;-7.41E+00;n.d.
7824;1278.12;n.d.;n.d.;-7.38E+00;n.d.
7826;1277.79;n.d.;n.d.;-7.36E+00;n.d.
7828;1277.47;n.d.;n.d.;-7.33E+00;n.d.
7830;1277.14;n.d.;n.d.;-7.30E+00;n.d.
7832;1276.81;n.d.;n.d.;-7.27E+00;n.d.
7834;1276.49;n.d.;n.d.;-7.25E+00;n.d.
7836;1276.16;n.d.;n.d.;-7.22E+00;n.d.
7838;1275.84;n.d.;n.d.;-7.19E+00;n.d.
7840;1275.51;n.d.;n.d.;-7.17E+00;n.d.
7842;1275.18;n.d.;n.d.;-7.14E+00;n.d.
7844;1274.86;n.d.;n.d.;-7.11E+00;n.d.
7846;1274.53;n.d.;n.d.;-7.08E+00;n.d.
7848;1274.21;n.d.;n.d.;-7.06E+00;n.d.
7850;1273.89;n.d.;n.d.;-7.03E+00;n.d.
7852;1273.56;n.d.;n.d.;-7.00E+00;n.d.
7854;1273.24;n.d.;n.d.;-6.97E+00;n.d.
7856;1272.91;n.d.;n.d.;-6.94E+00;n.d.
7858;1272.59;n.d.;n.d.;-6.91E+00;n.d.
7860;1272.26;n.d.;n.d.;-6.89E+00;n.d.
7862;1271.94;n.d.;n.d.;-6.87E+00;n.d.
7864;1271.62;n.d.;n.d.;-6.84E+00;n.d.
7866;1271.29;n.d.;n.d.;-6.82E+00;n.d.
7868;1270.97;n.d.;n.d.;-6.80E+00;n.d.
7870;1270.65;n.d.;n.d.;-6.79E+00;n.d.
7872;1270.33;n.d.;n.d.;-6.76E+00;n.d.
7874;1270;n.d.;n.d.;-6.74E+00;n.d.
7876;1269.68;n.d.;n.d.;-6.72E+00;n.d.
7878;1269.36;n.d.;n.d.;-6.70E+00;n.d.
7880;1269.04;n.d.;n.d.;-6.67E+00;n.d.
7882;1268.71;n.d.;n.d.;-6.65E+00;n.d.
7884;1268.39;n.d.;n.d.;-6.62E+00;n.d.
7886;1268.07;n.d.;n.d.;-6.60E+00;n.d.
7888;1267.75;n.d.;n.d.;-6.57E+00;n.d.
7890;1267.43;n.d.;n.d.;-6.54E+00;n.d.
7892;1267.11;n.d.;n.d.;-6.51E+00;n.d.
7894;1266.78;n.d.;n.d.;-6.48E+00;n.d.
7896;1266.46;n.d.;n.d.;-6.45E+00;n.d.
7898;1266.14;n.d.;n.d.;-6.42E+00;n.d.
7900;1265.82;n.d.;n.d.;-6.39E+00;n.d.
7902;1265.5;n.d.;n.d.;-6.36E+00;n.d.
7904;1265.18;n.d.;n.d.;-6.33E+00;n.d.
7906;1264.86;n.d.;n.d.;-6.30E+00;n.d.
7908;1264.54;n.d.;n.d.;-6.28E+00;n.d.
7910;1264.22;n.d.;n.d.;-6.25E+00;n.d.
7912;1263.9;n.d.;n.d.;-6.22E+00;n.d.
7914;1263.58;n.d.;n.d.;-6.20E+00;n.d.
7916;1263.26;n.d.;n.d.;-6.17E+00;n.d.
7918;1262.95;n.d.;n.d.;-6.15E+00;n.d.
7920;1262.63;n.d.;n.d.;-6.13E+00;n.d.
7922;1262.31;n.d.;n.d.;-6.11E+00;n.d.
7924;1261.99;n.d.;n.d.;-6.09E+00;n.d.
7926;1261.67;n.d.;n.d.;-6.08E+00;n.d.
7928;1261.35;n.d.;n.d.;-6.06E+00;n.d.
7930;1261.03;n.d.;n.d.;-6.05E+00;n.d.
7932;1260.72;n.d.;n.d.;-6.03E+00;n.d.
7934;1260.4;n.d.;n.d.;-6.01E+00;n.d.
7936;1260.08;n.d.;n.d.;-5.99E+00;n.d.
7938;1259.76;n.d.;n.d.;-5.98E+00;n.d.
7940;1259.45;n.d.;n.d.;-5.96E+00;n.d.
7942;1259.13;n.d.;n.d.;-5.94E+00;n.d.
7944;1258.81;n.d.;n.d.;-5.92E+00;n.d.
7946;1258.49;n.d.;n.d.;-5.90E+00;n.d.
7948;1258.18;n.d.;n.d.;-5.88E+00;n.d.
7950;1257.86;n.d.;n.d.;-5.86E+00;n.d.
7952;1257.55;n.d.;n.d.;-5.83E+00;n.d.
7954;1257.23;n.d.;n.d.;-5.81E+00;n.d.
7956;1256.91;n.d.;n.d.;-5.80E+00;n.d.
7958;1256.6;n.d.;n.d.;-5.78E+00;n.d.
7960;1256.28;n.d.;n.d.;-5.76E+00;n.d.
7962;1255.97;n.d.;n.d.;-5.74E+00;n.d.
7964;1255.65;n.d.;n.d.;-5.73E+00;n.d.
7966;1255.34;n.d.;n.d.;-5.71E+00;n.d.
7968;1255.02;n.d.;n.d.;-5.70E+00;n.d.
7970;1254.71;n.d.;n.d.;-5.68E+00;n.d.
7972;1254.39;n.d.;n.d.;-5.67E+00;n.d.
7974;1254.08;n.d.;n.d.;-5.65E+00;n.d.
7976;1253.76;n.d.;n.d.;-5.64E+00;n.d.
7978;1253.45;n.d.;n.d.;-5.62E+00;n.d.
7980;1253.13;n.d.;n.d.;-5.61E+00;n.d.
7982;1252.82;n.d.;n.d.;-5.59E+00;n.d.
7984;1252.51;n.d.;n.d.;-5.58E+00;n.d.
7986;1252.19;n.d.;n.d.;-5.56E+00;n.d.
7988;1251.88;n.d.;n.d.;-5.55E+00;n.d.
7990;1251.56;n.d.;n.d.;-5.53E+00;n.d.
7992;1251.25;n.d.;n.d.;-5.52E+00;n.d.
7994;1250.94;n.d.;n.d.;-5.50E+00;n.d.
7996;1250.63;n.d.;n.d.;-5.48E+00;n.d.
7998;1250.31;n.d.;n.d.;-5.46E+00;n.d.
8000;1250;n.d.;n.d.;-5.44E+00;n.d.
8002;1249.69;n.d.;n.d.;-5.42E+00;n.d.
8004;1249.38;n.d.;n.d.;-5.41E+00;n.d.
8006;1249.06;n.d.;n.d.;-5.39E+00;n.d.
8008;1248.75;n.d.;n.d.;-5.37E+00;n.d.
8010;1248.44;n.d.;n.d.;-5.35E+00;n.d.
8012;1248.13;n.d.;n.d.;-5.34E+00;n.d.
8014;1247.82;n.d.;n.d.;-5.32E+00;n.d.
8016;1247.5;n.d.;n.d.;-5.30E+00;n.d.
8018;1247.19;n.d.;n.d.;-5.28E+00;n.d.
8020;1246.88;n.d.;n.d.;-5.26E+00;n.d.
8022;1246.57;n.d.;n.d.;-5.24E+00;n.d.
8024;1246.26;n.d.;n.d.;-5.22E+00;n.d.
8026;1245.95;n.d.;n.d.;-5.20E+00;n.d.
8028;1245.64;n.d.;n.d.;-5.18E+00;n.d.
8030;1245.33;n.d.;n.d.;-5.16E+00;n.d.
8032;1245.02;n.d.;n.d.;-5.15E+00;n.d.
8034;1244.71;n.d.;n.d.;-5.13E+00;n.d.
8036;1244.4;n.d.;n.d.;-5.11E+00;n.d.
8038;1244.09;n.d.;n.d.;-5.09E+00;n.d.
8040;1243.78;n.d.;n.d.;-5.07E+00;n.d.
8042;1243.47;n.d.;n.d.;-5.06E+00;n.d.
8044;1243.16;n.d.;n.d.;-5.04E+00;n.d.
8046;1242.85;n.d.;n.d.;-5.03E+00;n.d.
8048;1242.54;n.d.;n.d.;-5.01E+00;n.d.
8050;1242.24;n.d.;n.d.;-5.00E+00;n.d.
8052;1241.93;n.d.;n.d.;-4.99E+00;n.d.
